input_name	text	cl_id	cl_label
Progenitors	Progenitor	CL:0011026	progenitor cell
Radial Gila	Radial Gila	CL:0000681	radial glial cell
Radial Gila	Radial Gila	CL:0000681	radial glial cell
myeloid	myeloid	CL:0000763	myeloid cell
AT1 epithelial cells	Alveolar type 1 epithelial cell	CL:0002062	pulmonary alveolar type 1 cell
AT1 epithelial cells	AT1 epithelial cell	CL:0002062	pulmonary alveolar type 1 cell
AT2 epithelial cells	Alveolar type 2 epithelial cell	CL:0002063	pulmonary alveolar type 2 cell
AT2 epithelial cells	AT2 epithelial cell	CL:0002063	pulmonary alveolar type 2 cell
alveolar type II cells	Alveolar type 2 cell	CL:0002063	pulmonary alveolar type 2 cell
alveolar type II cells	alveolar type II cell	CL:0002063	pulmonary alveolar type 2 cell
proliferated AT2	proliferated Alveolar type 2 cell	CL:4033080	cycling pulmonary alveolar type 2 cell
proliferated AT2	proliferated AT2	CL:4033080	cycling pulmonary alveolar type 2 cell
cardiac muscle cells	cardiac muscle cell	CL:0000746	cardiac muscle cell
cardiac muscle cells	cardiac muscle cell	CL:0000746	cardiac muscle cell
dopaminergic neurons	dopaminergic neuron	CL:0000700	dopaminergic neuron
dopaminergic neurons	dopaminergic neuron	CL:0000700	dopaminergic neuron
glia	glial cell	CL:0000125	glial cell
glia	glial cell	CL:0000125	glial cell
keratinocytes	keratinocyte	CL:0000312	keratinocyte
keratinocytes	keratinocyte	CL:0000312	keratinocyte
melanocytes	melanocyte	CL:0000148	melanocyte
melanocytes	melanocyte	CL:0000148	melanocyte
neurons	neuron	CL:0000540	neuron
neurons	neuron	CL:0000540	neuron
pluripotent (HAP) stem cells	Hair-follicle-associated pluripotent (HAP) stem cell	CL:0002248	pluripotent stem cell
pluripotent (HAP) stem cells	pluripotent (HAP) stem cell	CL:0002248	pluripotent stem cell
smooth muscle cells	smooth muscle cell	CL:0000192	smooth muscle cell
smooth muscle cells	smooth muscle cell	CL:0000192	smooth muscle cell
stem cells	stem cell	CL:0000034	stem cell
stem cells	stem cell	CL:0000034	stem cell
Neutrophil	neutrophil	CL:0000775	neutrophil
Neutrophil	Neutrophil	CL:0000775	neutrophil
adipocytes	adipocyte	CL:0000136	adipocyte
adipocytes	adipocyte	CL:0000136	adipocyte
articular chondrocytes	articular chondrocyte	CL:1001607	articular chondrocyte
articular chondrocytes	articular chondrocyte	CL:1001607	articular chondrocyte
chondrocyte	chondrocyte	CL:0000138	chondrocyte
chondrocyte	chondrocyte	CL:0000138	chondrocyte
chondrocytes	chondrocyte	CL:0000138	chondrocyte
chondrocytes	chondrocyte	CL:0000138	chondrocyte
mesenchymal stem cells	mesenchymal stem cell	CL:0000134	mesenchymal stem cell
mesenchymal stem cells	mesenchymal stem cell	CL:0000134	mesenchymal stem cell
osteocytes	osteocyte	CL:0000137	osteocyte
osteocytes	osteocyte	CL:0000137	osteocyte
MSC	Mesenchymal stromal cell	CL:0000134	mesenchymal stem cell
MSC	MSC	CL:0000134	mesenchymal stem cell
ATM	adipose tissue macrophage	CL:0002477	adipose macrophage
ATM	ATM	CL:0002477	adipose macrophage
HSC	hepatic stellate cell	CL:0000632	hepatic stellate cell
HSC	HSC	CL:0000632	hepatic stellate cell
endothelial cells	endothelial cell	CL:0000115	endothelial cell
endothelial cells	endothelial cell	CL:0000115	endothelial cell
hepatocytes	hepatocyte	CL:0000182	hepatocyte
hepatocytes	hepatocyte	CL:0000182	hepatocyte
macrophages	macrophage	CL:0000235	macrophage
macrophages	macrophage	CL:0000235	macrophage
medium spiny neurons	striatal-like medium spiny neuron	CL:1001474	medium spiny neuron
medium spiny neurons	medium spiny neuron	CL:1001474	medium spiny neuron
MuSCs	muscle stem cell	CL:0008011	skeletal muscle satellite stem cell
MuSCs	MuSC	CL:0008011	skeletal muscle satellite stem cell
Myofibers	myofiber	CL:0000187	muscle cell
muscle fiber	muscle fiber	CL:0000187	muscle cell
muscle fibers	muscle fiber	CL:0000187	muscle cell
muscle stem cells	muscle stem cell	CL:0008011	skeletal muscle satellite stem cell
muscle stem cells	muscle stem cell	CL:0008011	skeletal muscle satellite stem cell
B and T lymphocytes	B and T lymphocyte	CL:0000542	lymphocyte
B and T lymphocytes	B and T lymphocyte	CL:0000542	lymphocyte
chondrocytes	chondrocyte	CL:0000138	chondrocyte
chondrocytes	chondrocyte	CL:0000138	chondrocyte
dendritic cells	dendritic cell	CL:0000451	dendritic cell
dendritic cells	dendritic cell	CL:0000451	dendritic cell
fibroblasts	fibroblast	CL:0000057	fibroblast
fibroblasts	fibroblast	CL:0000057	fibroblast
macrophages	macrophage	CL:0000235	macrophage
macrophages	macrophage	CL:0000235	macrophage
mesenchymal stem cells	mesenchymal stem cell	CL:0000134	mesenchymal stem cell
mesenchymal stem cells	mesenchymal stem cell	CL:0000134	mesenchymal stem cell
monocytes	monocyte	CL:0000576	monocyte
monocytes	monocyte	CL:0000576	monocyte
osteoblasts	osteoblast	CL:0000062	osteoblast
osteoblasts	osteoblast	CL:0000062	osteoblast
pericytes	pericyte	CL:0000669	pericyte
pericytes	pericyte	CL:0000669	pericyte
effector T cells	effector T cell	CL:0000911	effector T cell
effector T cells	effector T cell	CL:0000911	effector T cell
KRT5+ basal cells	KRT5 + basal cell	CL:0000646	basal cell
KRT5+ basal cells	KRT5+ basal cell	CL:0000646	basal cell
SOX9+ chondroblast	SOX9 + chondroblast	CL:0000058	chondroblast
SOX9+ chondroblast	SOX9+ chondroblast	CL:0000058	chondroblast
SOX9+ chondroblasts	SOX9 + chondroblast	CL:0000058	chondroblast
SOX9+ chondroblasts	SOX9+ chondroblast	CL:0000058	chondroblast
alpha-SMA+ smooth muscle cells	α-SMA + smooth muscle cell	CL:0000192	smooth muscle cell
alpha-SMA+ smooth muscle cells	alpha-SMA+ smooth muscle cell	CL:0000192	smooth muscle cell
basal cell	basal cell	CL:0000646	basal cell
basal cell	basal cell	CL:0000646	basal cell
chondrocyte	chondrocyte	CL:0000138	chondrocyte
chondrocyte	chondrocyte	CL:0000138	chondrocyte
ciliated cell	ciliated cell	CL:0000064	ciliated cell
ciliated cell	ciliated cell	CL:0000064	ciliated cell
club cell	club cell	CL:0000158	club cell
club cell	club cell	CL:0000158	club cell
epithelial cell	epithelial cell	CL:0000066	epithelial cell
epithelial cell	epithelial cell	CL:0000066	epithelial cell
mesenchymal cell	mesenchymal cell	CL:0008019	mesenchymal cell
mesenchymal cell	mesenchymal cell	CL:0008019	mesenchymal cell
tracheal epithelial cell	tracheal epithelial cell	CL:0000307	tracheal epithelial cell
tracheal epithelial cell	tracheal epithelial cell	CL:0000307	tracheal epithelial cell
renal tubular cells	renal tubular cell	CL:0002518	kidney epithelial cell
renal tubular cells	renal tubular cell	CL:0002518	kidney epithelial cell
macrophage	macrophage	CL:0000235	macrophage
macrophage	macrophage	CL:0000235	macrophage
microglial	microglial cell	CL:0000129	microglial cell
microglial	microglial	CL:0000129	microglial cell
monocyte	monocyte	CL:0000576	monocyte
monocyte	monocyte	CL:0000576	monocyte
Activated endothelium	activated endothelium	CL:0000115	endothelial cell
Activated endothelium	activated endothelium	CL:0000115	endothelial cell
basal cells	basal cell	CL:0000646	basal cell
basal cells	basal cell	CL:0000646	basal cell
club and goblet cells	club cell and goblet cell	CL:4052031	respiratory airway secretory cell
club and goblet cells	club and goblet cell	CL:4052031	respiratory airway secretory cell
endothelial cells	endothelial cell	CL:0000115	endothelial cell
endothelial cells	endothelial cell	CL:0000115	endothelial cell
fibroblasts	fibroblast	CL:0000057	fibroblast
fibroblasts	fibroblast	CL:0000057	fibroblast
ionocytes	ionocyte	CL:0005006	ionocyte
ionocytes	ionocyte	CL:0005006	ionocyte
macrophages	macrophage	CL:0000235	macrophage
macrophages	macrophage	CL:0000235	macrophage
mast cells	mast cell	CL:0000097	mast cell
mast cells	mast cell	CL:0000097	mast cell
smooth muscle cells	smooth muscle cell	CL:0000192	smooth muscle cell
smooth muscle cells	smooth muscle cell	CL:0000192	smooth muscle cell
submucosal cells	submucosal cell	NO MATCH found	
submucosal cells	submucosal cell	NO MATCH found	
DC	dendritic cell	CL:0000451	dendritic cell
DC	DC	CL:0000451	dendritic cell
EVT	extravillous trophoblast	CL:0008036	extravillous trophoblast
EVT	EVT	CL:0008036	extravillous trophoblast
ILC	innate lymphoid cell	CL:0001065	innate lymphoid cell
ILC	ILC	CL:0001065	innate lymphoid cell
NK cell	natural killer cell	CL:0000623	natural killer cell
NK cell	NK cell	CL:0000623	natural killer cell
SMC	smooth muscle cell	CL:0000192	smooth muscle cell
SMC	SMC	CL:0000192	smooth muscle cell
dendritic cell	dendritic cell	CL:0000451	dendritic cell
dendritic cell	dendritic cell	CL:0000451	dendritic cell
extravillous trophoblast	extravillous trophoblast	CL:0008036	extravillous trophoblast
extravillous trophoblast	extravillous trophoblast	CL:0008036	extravillous trophoblast
innate lymphoid cell	innate lymphoid cell	CL:0001065	innate lymphoid cell
innate lymphoid cell	innate lymphoid cell	CL:0001065	innate lymphoid cell
natural killer cell	natural killer cell	CL:0000623	natural killer cell
natural killer cell	natural killer cell	CL:0000623	natural killer cell
smooth muscle cell	smooth muscle cell	CL:0000192	smooth muscle cell
smooth muscle cell	smooth muscle cell	CL:0000192	smooth muscle cell
placenta extravillous trophoblast	placenta extravillous trophoblast	CL:0008036	extravillous trophoblast
placenta extravillous trophoblast	placenta extravillous trophoblast	CL:0008036	extravillous trophoblast
pancreatic alpha-, beta-, gamma- and delta-cells	pancreatic alpha-, beta-, gamma- and delta-cell	CL:0008024	pancreatic endocrine cell
pancreatic alpha-, beta-, gamma- and delta-cells	pancreatic b1-, b2-, b3- and b4-cell	CL:0008024	pancreatic endocrine cell
Lung epithelial cells	Lung epithelial cell	CL:0000082	epithelial cell of lung
Lung epithelial cells	Lung epithelial cell	CL:0000082	epithelial cell of lung
alveolar macrophages	alveolar macrophage	CL:0000583	alveolar macrophage
alveolar macrophages	alveolar macrophage	CL:0000583	alveolar macrophage
alveolar type II (AT-II) cells	alveolar type II cell	CL:0002063	pulmonary alveolar type 2 cell
alveolar type II (AT-II) cells	alveolar type II (AT-II) cell	CL:0002063	pulmonary alveolar type 2 cell
ciliated bronchial epithelial cells	ciliated bronchial epithelial cell	CL:0002332	multiciliated epithelial cell of the bronchus
ciliated bronchial epithelial cells	ciliated bronchial epithelial cell	CL:0002332	multiciliated epithelial cell of the bronchus
epithelial cells	epithelial cell	CL:0000066	epithelial cell
epithelial cells	epithelial cell	CL:0000066	epithelial cell
fibroblasts	fibroblast	CL:0000057	fibroblast
fibroblasts	fibroblast	CL:0000057	fibroblast
lung ECs	lung endothelial cell	CL:1001567	lung endothelial cell
lung ECs	lung EC	CL:1001567	lung endothelial cell
multiciliated airway epithelial cells	multiciliated airway epithelial cell	CL:4030034	respiratory tract multiciliated cell
multiciliated airway epithelial cells	multiciliated airway epithelial cell	CL:4030034	respiratory tract multiciliated cell
mural cells	mural cell	CL:0008034	mural cell
mural cells	mural cell	CL:0008034	mural cell
vascular ECs	vascular endothelial cell	CL:0002139	endothelial cell of vascular tree
vascular ECs	vascular EC	CL:0002139	endothelial cell of vascular tree
colonic, c small intestinal epithelial cells	colonic epithelial cell; small intestinal epithelial cell	CL:0002563	intestinal epithelial cell
colonic, c small intestinal epithelial cells	colonic, c small intestinal epithelial cell	CL:0002563	intestinal epithelial cell
proximal colonic epithelial cells	proximal colon epithelial cell	CL:0011108	colon epithelial cell
proximal colonic epithelial cells	proximal colonic epithelial cell	CL:0011108	colon epithelial cell
B cells	B cell	CL:0000236	B cell
B cells	B cell	CL:0000236	B cell
CD8 T cells	CD8 T cell	CL:0000625	CD8-positive, alpha-beta T cell
CD8 T cells	CD8 T cell	CL:0000625	CD8-positive, alpha-beta T cell
CD8 T-cell	CD8 T-cell	CL:0000625	CD8-positive, alpha-beta T cell
CD8 T-cell	CD8 T-cell	CL:0000625	CD8-positive, alpha-beta T cell
M2 macrophages	M2 macrophage	CL:0000890	alternatively activated macrophage
M2 macrophages	M2 macrophage	CL:0000890	alternatively activated macrophage
mast cells	mast cell	CL:0000097	mast cell
mast cells	mast cell	CL:0000097	mast cell
memory CD4 T cells	memory CD4 T cell	CL:0000897	CD4-positive, alpha-beta memory T cell
memory CD4 T cells	memory CD4 T cell	CL:0000897	CD4-positive, alpha-beta memory T cell
naive B cells	naive B cell	CL:0000788	naive B cell
naive B cells	naive B cell	CL:0000788	naive B cell
plasma cells	plasma cell	CL:0000786	plasma cell
plasma cells	plasma cell	CL:0000786	plasma cell
HSCs	hematopoietic stem cell	CL:0000037	hematopoietic stem cell
HSCs	HSC	CL:0000037	hematopoietic stem cell
MSCs	mesenchymal stem cell	CL:0000134	mesenchymal stem cell
MSCs	MSC	CL:0000134	mesenchymal stem cell
cardiomyocytes	cardiomyocyte	CL:0000746	cardiac muscle cell
cardiomyocytes	cardiomyocyte	CL:0000746	cardiac muscle cell
cells of the myelomonocytic lineage	cell of the myelomonocytic lineage	CL:0000763	myeloid cell
cells of the myelomonocytic lineage	cell of the myelomonocytic lineage	CL:0000763	myeloid cell
hematopoietic stem cells	hematopoietic stem cell	CL:0000037	hematopoietic stem cell
hematopoietic stem cells	hematopoietic stem cell	CL:0000037	hematopoietic stem cell
hepatocytes	hepatocyte	CL:0000182	hepatocyte
hepatocytes	hepatocyte	CL:0000182	hepatocyte
intestinal epithelial cells	intestinal epithelial cell	CL:0002563	intestinal epithelial cell
intestinal epithelial cells	intestinal epithelial cell	CL:0002563	intestinal epithelial cell
mesenchymal stem cells	mesenchymal stem cell	CL:0000134	mesenchymal stem cell
mesenchymal stem cells	mesenchymal stem cell	CL:0000134	mesenchymal stem cell
neurons	neuron	CL:0000540	neuron
neurons	neuron	CL:0000540	neuron
quiescent satellite cells	quiescent satellite cell	CL:0008012	quiescent skeletal muscle satellite cell
quiescent satellite cells	quiescent satellite cell	CL:0008012	quiescent skeletal muscle satellite cell
TM cells	trabecular meshwork cell	CL:0002367	trabecular meshwork cell
TM cells	TM cell	CL:0002367	trabecular meshwork cell
ciliary muscle cells	ciliary muscle cell	CL:1000443	ciliary muscle cell
ciliary muscle cells	ciliary muscle cell	CL:1000443	ciliary muscle cell
macrophages	macrophage	CL:0000235	macrophage
macrophages	macrophage	CL:0000235	macrophage
mast cells	mast cell	CL:0000097	mast cell
mast cells	mast cell	CL:0000097	mast cell
melanocytes	melanocyte	CL:0000148	melanocyte
melanocytes	melanocyte	CL:0000148	melanocyte
myelinating Schwann cells	myelinating Schwann cell	CL:0000218	myelinating Schwann cell
myelinating Schwann cells	myelinating Schwann cell	CL:0000218	myelinating Schwann cell
neurons	neuron	CL:0000540	neuron
neurons	neuron	CL:0000540	neuron
non-myelinating Schwann cells	non-myelinating Schwann cell	CL:0002376	non-myelinating Schwann cell
non-myelinating Schwann cells	non-myelinating Schwann cell	CL:0002376	non-myelinating Schwann cell
pericyte cells	pericyte cell	CL:0000669	pericyte
pericyte cells	pericyte cell	CL:0000669	pericyte
vascular endothelium cells	vascular endothelium cell	CL:0002139	endothelial cell of vascular tree
vascular endothelium cells	vascular endothelium cell	CL:0002139	endothelial cell of vascular tree
chondrocytes	chondrocyte	CL:0000138	chondrocyte
chondrocytes	chondrocyte	CL:0000138	chondrocyte
corneal keratocytes	corneal keratocyte	CL:0002363	keratocyte
corneal keratocytes	corneal keratocyte	CL:0002363	keratocyte
macrophages	macrophage	CL:0000235	macrophage
macrophages	macrophage	CL:0000235	macrophage
monocytes	monocyte	CL:0000576	monocyte
monocytes	monocyte	CL:0000576	monocyte
osteoblasts	osteoblast	CL:0000062	osteoblast
osteoblasts	osteoblast	CL:0000062	osteoblast
osteoclasts	osteoclast	CL:0000092	osteoclast
osteoclasts	osteoclast	CL:0000092	osteoclast
osteocytes	osteocyte	CL:0000137	osteocyte
osteocytes	osteocyte	CL:0000137	osteocyte
platelets	platelet	CL:0000233	platelet
platelets	platelet	CL:0000233	platelet
preadipocytes	preadipocyte	CL:0002334	preadipocyte
preadipocytes	preadipocyte	CL:0002334	preadipocyte
totipotent stem	totipotent potential stem cell	CL:0000052	totipotent stem cell
totipotent stem	totipotent stem	CL:0000052	totipotent stem cell
Red blood cell	red blood cell	CL:0000232	erythrocyte
Red blood cell	Red blood cell	CL:0000232	erythrocyte
basophil	basophil	CL:0000767	basophil
basophil	basophil	CL:0000767	basophil
eosinophil	eosinophil	CL:0000771	eosinophil
eosinophil	eosinophil	CL:0000771	eosinophil
lymphocyte	lymphocyte	CL:0000542	lymphocyte
lymphocyte	lymphocyte	CL:0000542	lymphocyte
monocyte	monocyte	CL:0000576	monocyte
monocyte	monocyte	CL:0000576	monocyte
neutrophil	neutrophil	CL:0000775	neutrophil
neutrophil	neutrophil	CL:0000775	neutrophil
platelet	platelet	CL:0000233	platelet
platelet	platelet	CL:0000233	platelet
CTB	cytotrophoblast	CL:0000523	mononuclear cytotrophoblast cell
CTB	CTB	CL:0000523	mononuclear cytotrophoblast cell
EVT	extravillous trophoblast	CL:0008036	extravillous trophoblast
EVT	EVT	CL:0008036	extravillous trophoblast
STB	syncytiotrophoblast	CL:0000525	syncytiotrophoblast cell
STB	STB	CL:0000525	syncytiotrophoblast cell
embryonic stem cells	embryonic stem cell	CL:0002322	embryonic stem cell
embryonic stem cells	embryonic stem cell	CL:0002322	embryonic stem cell
hESCs	human embryonic stem cell	CL:0002322	embryonic stem cell
hESCs	hESC	CL:0002322	embryonic stem cell
hTSCs	human trophoblast stem cell	CL:0000351	trophoblast cell
hTSCs	hTSC	CL:0000351	trophoblast cell
trophoblast	trophoblast	CL:0000351	trophoblast cell
trophoblast	trophoblast	CL:0000351	trophoblast cell
trophoblast giant cells	trophoblast giant cell	CL:0002488	trophoblast giant cell
trophoblast giant cells	trophoblast giant cell	CL:0002488	trophoblast giant cell
trophoblast stem cells	trophoblast stem cell	CL:0000351	trophoblast cell
trophoblast stem cells	trophoblast stem cell	CL:0000351	trophoblast cell
AT2 cells	AT2 cell	CL:0002063	pulmonary alveolar type 2 cell
AT2 cells	AT2 cell	CL:0002063	pulmonary alveolar type 2 cell
Airway epithelial cells	Airway epithelial cell	CL:0002368	respiratory tract epithelial cell
Airway epithelial cells	Airway epithelial cell	CL:0002368	respiratory tract epithelial cell
Alveolar epithelial type 1 (AT1) cells	Alveolar epithelial type 1 (AT1) cell	CL:0002062	pulmonary alveolar type 1 cell
Alveolar epithelial type 1 (AT1) cells	Alveolar epithelial type 1 (AT1) cell	CL:0002062	pulmonary alveolar type 1 cell
Dendritic cells	Dendritic cell	CL:0000451	dendritic cell
Dendritic cells	Dendritic cell	CL:0000451	dendritic cell
Granulocytes	Granulocyte	CL:0000094	granulocyte
Granulocytes	Granulocyte	CL:0000094	granulocyte
Interstitial macrophages	Interstitial macrophage	CL:4033043	lung interstitial macrophage
Interstitial macrophages	Interstitial macrophage	CL:4033043	lung interstitial macrophage
Mesenchymal cells	Mesenchymal cell	CL:0008019	mesenchymal cell
Mesenchymal cells	Mesenchymal cell	CL:0008019	mesenchymal cell
Monocytes	monocyte	CL:0000576	monocyte
Monocytes	monocyte	CL:0000576	monocyte
Pulmonary capillary endothelial cells	pulmonary capillary endothelial cell	CL:4028001	pulmonary capillary endothelial cell
Pulmonary capillary endothelial cells	pulmonary capillary endothelial cell	CL:4028001	pulmonary capillary endothelial cell
alveolar macrophages	alveolar macrophage	CL:0000583	alveolar macrophage
alveolar macrophages	alveolar macrophage	CL:0000583	alveolar macrophage
eosinophils	eosinophil	CL:0000771	eosinophil
eosinophils	eosinophil	CL:0000771	eosinophil
fibroblasts	fibroblast	CL:0000057	fibroblast
fibroblasts	fibroblast	CL:0000057	fibroblast
goblet and ciliated cells	goblet and ciliated cell	NO MATCH found	
goblet and ciliated cells	goblet and ciliated cell	NO MATCH found	
leukocyte	leukocyte	CL:0000738	leukocyte
leukocyte	leukocyte	CL:0000738	leukocyte
lung endothelial cells	lung endothelial cell	CL:1001567	lung endothelial cell
lung endothelial cells	lung endothelial cell	CL:1001567	lung endothelial cell
macrophages	macrophage	CL:0000235	macrophage
macrophages	macrophage	CL:0000235	macrophage
mesothelial cells	mesothelial cell	CL:0000077	mesothelial cell
mesothelial cells	mesothelial cell	CL:0000077	mesothelial cell
myeloid cells	myeloid cell	CL:0000763	myeloid cell
myeloid cells	myeloid cell	CL:0000763	myeloid cell
naive T-cells	naïve T-cell	CL:0000898	naive T cell
naive T-cells	naive T-cell	CL:0000898	naive T cell
neutrophils	neutrophil	CL:0000775	neutrophil
neutrophils	neutrophil	CL:0000775	neutrophil
plasma cells	plasma cell	CL:0000786	plasma cell
plasma cells	plasma cell	CL:0000786	plasma cell
smooth muscle cells	smooth muscle cell	CL:0000192	smooth muscle cell
smooth muscle cells	smooth muscle cell	CL:0000192	smooth muscle cell
OFF-bipolar cell	hyperpolarizing bipolar cell	CL:0000750	OFF-bipolar cell
OFF-bipolar cell	OFF-bipolar cell	CL:0000750	OFF-bipolar cell
OFF-bipolar cells	hyperpolarizing bipolar cell	CL:0000750	OFF-bipolar cell
OFF-bipolar cells	OFF-bipolar cell	CL:0000750	OFF-bipolar cell
ON-bipolar cell	depolarizing bipolar cell	CL:0000749	ON-bipolar cell
ON-bipolar cell	ON-bipolar cell	CL:0000749	ON-bipolar cell
ON-bipolar cells	depolarizing bipolar cell	CL:0000749	ON-bipolar cell
ON-bipolar cells	ON-bipolar cell	CL:0000749	ON-bipolar cell
MDSC	myeloid-derived suppressor cell	CL:0000889	myeloid suppressor cell
MDSC	MDSC	CL:0000889	myeloid suppressor cell
GABAergic amacrine cell	GABAergic amacrine cell	CL:4030027	GABAergic amacrine cell
GABAergic amacrine cell	GABAergic amacrine cell	CL:4030027	GABAergic amacrine cell
GABAergic amacrine cells	GABAergic amacrine cell	CL:4030027	GABAergic amacrine cell
GABAergic amacrine cells	GABAergic amacrine cell	CL:4030027	GABAergic amacrine cell
RGCs	retinal ganglion cell	CL:0000740	retinal ganglion cell
RGCs	RGC	CL:0000740	retinal ganglion cell
retinal ganglion cell	retinal ganglion cell	CL:0000740	retinal ganglion cell
retinal ganglion cell	retinal ganglion cell	CL:0000740	retinal ganglion cell
APCs	astrocyte progenitor cell	CL:4042022	astrocyte-restricted precursor
APCs	APC	CL:4042022	astrocyte-restricted precursor
Astrocyte progenitor cells	astrocyte progenitor cell	CL:4042022	astrocyte-restricted precursor
EmNBs	embryonic neuroblast	CL:0000031	neuroblast (sensu Vertebrata)
EmNBs	EmNB	CL:0000031	neuroblast (sensu Vertebrata)
Embryonic neuroblasts	embryonic neuroblast	CL:0000031	neuroblast (sensu Vertebrata)
Glial	Glial	CL:0000125	glial cell
INs	Interneuron	CL:0000099	interneuron
INs	IN	CL:0000099	interneuron
Interneurons	Interneuron	CL:0000099	interneuron
Myeloid-DSCs	Myeloid-derived suppressor cell	CL:0000889	myeloid suppressor cell
Myeloid-DSCs	Myeloid-DSC	CL:0000889	myeloid suppressor cell
Myeloid-derived suppressor cells	myeloid-derived suppressor cell	CL:0000889	myeloid suppressor cell
Neuronal	neuronal	CL:0000540	neuron
OPCs	oligoprogenitor cell	CL:0002453	oligodendrocyte precursor cell
OPCs	OPC	CL:0002453	oligodendrocyte precursor cell
Oligoprogenitor cells	oligoprogenitor cell	CL:0002453	oligodendrocyte precursor cell
RG	Radial glial cell	CL:0000681	radial glial cell
RG	RG	CL:0000681	radial glial cell
Radial glia	Radial glial cell	CL:0000681	radial glial cell
VLMC	Vascular leptomeningeal cell	CL:4023051	vascular leptomeningeal cell
VLMC	VLMC	CL:4023051	vascular leptomeningeal cell
Vascular	Vascular	CL:0002139	endothelial cell of vascular tree
Vascular leptomeningeal cells	Vascular leptomeningeal cell	CL:4023051	vascular leptomeningeal cell
Multiciliated Cells	multiciliated cell	CL:0005012	multiciliated epithelial cell
Multiciliated Cells	Multiciliated Cell	CL:0005012	multiciliated epithelial cell
Monocytes	monocyte	CL:0000576	monocyte
Monocytes	Monocyte	CL:0000576	monocyte
cDCs	conventional dendritic cell	CL:0000990	conventional dendritic cell
cDCs	cDC	CL:0000990	conventional dendritic cell
pDCs	plasmacytoid dendritic cell	CL:0000784	plasmacytoid dendritic cell
pDCs	pDC	CL:0000784	plasmacytoid dendritic cell
prostatic progenitors	prostatic progenitor cell	CL:0011026	progenitor cell
prostatic progenitors	prostatic progenitor	CL:0011026	progenitor cell
neuronal	neuronal	CL:0000540	neuron
pyramidal neuron	neocortical pyramidal neuron	CL:4023111	cerebral cortex pyramidal neuron
pyramidal neuron	pyramidal neuron	CL:0000598	pyramidal neuron
B lymphocytes	B lymphocyte	CL:0000236	B cell
Blym	B lymphocyte	CL:0000236	B cell
Blym	Blym	CL:0000236	B cell
DEND	dendritic cell	CL:0000451	dendritic cell
DEND	DEND	CL:0000451	dendritic cell
MAC	macrophage	CL:0000235	macrophage
MAC	MAC	CL:0000235	macrophage
MONO	monocyte	CL:0000576	monocyte
MONO	MONO	CL:0000576	monocyte
NEUT	neutrophil	CL:0000775	neutrophil
NEUT	NEUT	CL:0000775	neutrophil
NKT	natural killer T cell	CL:0000814	mature NK T cell
NKT	NKT	CL:0000814	mature NK T cell
RET	reticulocyte	CL:0000558	reticulocyte
RET	RET	CL:0000558	reticulocyte
T lymphocytes	T lymphocyte	CL:0000084	T cell
Tlym	T lymphocyte	CL:0000084	T cell
Tlym	Tlym	CL:0000084	T cell
dendritic cells	dendritic cell	CL:0000451	dendritic cell
macrophages	macrophage	CL:0000235	macrophage
monocytes	monocyte	CL:0000576	monocyte
myeloid cells	myeloid cell	CL:0000763	myeloid cell
natural killer T cells	natural killer T cell	CL:0000814	mature NK T cell
neutrophils	neutrophil	CL:0000775	neutrophil
reticulocytes	reticulocyte	CL:0000558	reticulocyte
bronchial/tracheal epithelial cells	primary bronchial/tracheal epithelial cell	CL:0002368	respiratory tract epithelial cell
bronchial/tracheal epithelial cells	bronchial/tracheal epithelial cell	CL:0002368	respiratory tract epithelial cell
Alveolar macrophages	Alveolar macrophage	CL:0000583	alveolar macrophage
Alveolar macrophages	Alveolar macrophage	CL:0000583	alveolar macrophage
Adipose-derived mesenchymal stromal cells	Adipose-derived mesenchymal stromal cell	CL:0002570	mesenchymal stem cell of adipose tissue
Adipose-derived mesenchymal stromal cells	Adipose-derived mesenchymal stromal cell	CL:0002570	mesenchymal stem cell of adipose tissue
CD8+ T cell	CD8+ T cell	CL:0000625	CD8-positive, alpha-beta T cell
CD8+ T cell	CD8+ T cell	CL:0000625	CD8-positive, alpha-beta T cell
CD8+ T cells	CD8+ T cell	CL:0000625	CD8-positive, alpha-beta T cell
CD8+ T cells	CD8+ T cell	CL:0000625	CD8-positive, alpha-beta T cell
TEM	effector memory T cell	CL:0000813	memory T cell
TEM	TEM	CL:0000813	memory T cell
TEMRA	terminally differentiated effector memory cell	CL:4030002	effector memory CD45RA-positive, alpha-beta T cell, terminally differentiated
TEMRA	TEMRA	CL:4030002	effector memory CD45RA-positive, alpha-beta T cell, terminally differentiated
memory (TCM and TEM2) and effector (TEFF) cells	memory (central memory and effector memory subpopulation 2) and effector cell	CL:0000813	memory T cell
memory (TCM and TEM2) and effector (TEFF) cells	memory (TCM and TEM2) and effector (TEFF) cell	CL:0000911	effector T cell
CD4+ T cell	CD4+ T cell	CL:0000624	CD4-positive, alpha-beta T cell
CD4+ T cell	CD4+ T cell	CL:0000624	CD4-positive, alpha-beta T cell
CD8+ T cells	CD8+ T cell	CL:0000625	CD8-positive, alpha-beta T cell
CD8+ T cells	CD8+ T cell	CL:0000625	CD8-positive, alpha-beta T cell
T cells	T cell	CL:0000084	T cell
T cells	T cell	CL:0000084	T cell
ductal and acinar cells	ductal and acinar cell	CL:0000066	epithelial cell
ductal and acinar cells	ductal and acinar cell	CL:0000066	epithelial cell
